title,adult,original_language,overview,tagline,genres,production_country,year
Corporate Assets,1,5,"Jill is the mother to a group of call girls, run by wicked R. Bolla, who uses them for corporate blackmail. The girls range from sweet, sensous Amber Lynn to elegantly debauched Rachel Ashley. Sheri St. Clair soon learns the ugly ins and outs of R. Bolla's set up the hard way!","['The power of Dallas', 'the lust of Dynasty!']",['Drama'],70,1985
Pulsion,1,8,"Follows a young woman, Eva, seeking professional help for a sexual addiction that threatens to overwhelm her. The therapist recommends a retreat to a lush countryside manse with a mixed-gender support group of the similarly afflicted, but will exhaustion prove to be the answer?",['pulsion noun; The act of driving forward; propulsion.'],"['Comedy', 'Romance']",18,2014
Necromania: A Tale of Weird Love!,1,5,"A couple having marital problems (the husband can't seem to rise to the occasion) visits Madame Heles, a necromancer, in hopes of ameliorating their boudoir blunders. After an elaborate ritual with a skull, Heles' lovely assistant Tanya first takes care of another client, then moves on to the couple, each in their turn. Once she's worked with each of them on a physical level, they are ready to meet the Madame, who will decide how best to help them.",['A tale of weird love'],"['Horror', 'Comedy']",70,1971
2040,1,5,"In 2040 ""real"" porn stars are all but a thing of the past and in their place are special androids called Anabots. During a scene with one of the last human performers, a newly developed prototype performs beyond expectations and begins to feel and act like a real human. Its existence is soon in danger when the hunt starts to gain control of her and uncover her secrets.",['A Chilling Vision of the Future of Sex'],['Science Fiction'],70,2009
Matinee Idol,1,5,Egos and screen tests are all around when it is time to film an adult film called Matinee Idol. The lead star also has a private go with the casting directors’ buxom secretary right on the casting directors’ table.,['And on top of all that - he even gets paid for it.'],"['Comedy', 'Drama']",70,1984
Drive,1,5,Angela displays perfect execution in all aspects of her life until a chance encounter with a stranger makes her to face off against her own sexuality. What follows is an unraveling that pulls her out of the order of home and work and strings her along through a pulsing underground world of illicit gratification. The only thing stronger than the will of a woman who thrives on control is the part of her that breaks through once she loses it.,['A pulsing underground world of illicit gratification'],['Thriller'],70,2019
The Pink Ladies,1,5,A group of racquetball-playing married women indulge in sexual fantasies; so do their frustrated husbands.,"[""You'll Never Know How Good Something Strange Can Be... Until You've Tried It""]","['Comedy', 'Fantasy']",70,1979
Camp Cuddly Pines Powertool Massacre,1,5,"Five college students, Kirsten, Meghan, Rayford, Todd, and Josh, on their way to a rock concert, get detoured to a remote closed down summer camp where they get stalked and killed off one by one by a masked killer, while in between the bloodletting, they find plentiful time to ""get it on"" with one another.","[""You'll Be Scared Shirtless!""]","['Horror', 'Comedy', 'Crime']",70,2005
Stiff Competition,1,5,"In one corner of the ring stand some of the hunkiest men imaginable, in the other stand four gorgeous, hard-working ladies, one of whom will win $50,000 cash.","['Girls', 'put your mouth where the money is!']",['Comedy'],70,1984
Sleeping Beauty XXX: An Axel Braun Parody,1,5,"Following the critical and commercial success of ""Snow White XXX: An Axel Braun Parody"", Wicked Pictures proudly presents another classic fairy tale re-imagined by the legendary director, featuring rising starlet Anikka Albrite as the doomed princess, and superstar Stormy Daniels in a powerhouse performance as Maleficent.",['All your fears are about to come true.'],['Comedy'],70,2014
My Daughter in Law Is a Whore,1,8,"Tamara is a magnificent forty something bourgeoise and today was supposed to be one of the best days of her life. Her beloved son, Anthony, is just about to get married. But there is a big problem. His bride to be, Cara, is a pure bitch. Didn't she sleep with her ex the day before her wedding? Didn't she give herself to three of the guests, minutes before the ceremony? Who would want such a daughter in law? But Tamara herself is far from being the white dove she pretends to be. She's just about to play some very perverse games with Cara's own father. After all, these two women might just get along with each other.",['Cara is slutter than her mother-in-law!'],['Romance'],18,2017
The Blonde Dahlia,1,5,"Bumbling Detective Brooks (Asa Akira) and her very tightly wound partner (Michael Vegas) are on the trail of a dangerous serial killer. Brooks must go undercover at the local strip club in a last ditch effort to lure out the murderer. The plan works a little too well though, and the hunter becomes the hunted in this hilarious crime comedy.","[""She's hot on the trail of a serial killer... But Clueless.""]","['Comedy', 'Crime']",70,2017
Justine: A Matter of Innocence,1,5,"Teenage Justine has just learned that her father has died. Leaving her exclusive French boarding school and returning to the U.S., Justine goes to live with her estranged but extremely wealthy uncle Steven on his vast New England estate. Upon her arrival, the beautiful though naive Justine soon finds that she is an object of lust to all those she meets, man and woman alike. As she slowly unravels her own sensual desires and transforms from innocent virgin to voluptuous vixen, she begins to feel an unexpected type of emotional stirring: a desire for romance, which might just happen in the unlikeliest of circumstances.","[""From the Cravings of a Young Girl's Dreams... to the Maturing of a Woman's Passion""]",['Drama'],70,1980
Carter Cruise: Obsession,1,5,"Carter Cruise plays Kate, a young woman embarking on her own sexual journey that begins with a hot double BJ scene. Escaping her conservative upbringing, Kate wants to explore her fantasies and push her boundaries to the edge. Kate seeks out her deepest desires, leading her to a climax of interracial experiences, anal sex, threesomes, and creampies. In one of the most important roles of her career, Carter Cruise gives it all.",['Carter Cruise In Her 1st Interracial Movie!'],['Drama'],70,2015
Dangerous Love,1,13,Marina cuts gigolo husband Roberto off from her wealth and when she finds he is seeing a wealthy countess she and the countess plan to teach Roberto a lesson.,['Wild times. Willing women. Uncontrollable passion!'],['Drama'],38,1981
Memories Within Miss Aggie,1,5,"The only thing missing from Aggie's life...was Aggie. In the middle of nowhere lives middle aged Aggie, with her wheelchair bound companion Richard. As snow falls outside, Aggie tries desperately to remember the circumstances under which they met. As she plays through in her mind a series of possible scenarios, only to dismiss each as a false past, she inadvertently begins to reveal an increasingly dark portrait of her true self, leading to the unexpected and shocking reality of her relationship with Richard.","[""Nothing Is Missing From Aggie's Life...   Except Aggie""]",['Drama'],70,1974
It Is Not the Pornographer That Is Perverse...,1,5,"An omnibus film comprised of four short films with interconnected themes and overlapping characters. 'Diablo in Madrid' is inspired by the Pasolini short film La Terra vista dalla Luna (1967). 'Uber Menschen' finds a professor visiting Madrid and contemplating killing himself when an Uber driver talks him out of it. 'Purple Army Fiction' is a reworking of certain ideas developed in LaBruce’s feature film The Raspberry Reich (2004). 'Fleapit' is an homage to films that depict people having sex in movie theatres, from Lamberto Bava’s Demons (1985) to Frank Perry’s Last Summer (1969), and beyond.",['Get Ready to Be Fuckwashed!'],['Romance'],29,2018
Island Fever 3,1,5,"Relax. Take a deep breath and let Island Fever 3 transport you to a sensual world of pure, raw passion, unlike any you've ever known. Experience paradise, where you can live and breathe your every fantasy with the most exotic women the world has ever seen.",['Relax. Take a deep breath'],"['Fantasy', 'Romance']",70,2004
Frat House,1,5,The guys in the 'I Phelta Thi' fraternity want to live out all their fantasies before they graduate.,"[""It's the Hottest Frat at Faulk University Good Ol' Faulk U.!""]",['Comedy'],70,1979
Lollipop,1,5,"Digital Playground’s Jesse Jane® is really good at being bad in this dangerous thriller involving sex, and greed. A master of manipulation, Jesse turns on the charm to stay on top. She lands in the arms of an innocent man and seduces him with her flawless body. Her animalistic sex appeal is undeniable as it penetrates deeply into his loins until he cannot resist and succumbs to her every wish. But before the story comes to a magnificent end, karma catches up with the buxom blonde, revealing her heinous acts of manipulation, robbery, and murder.",['Nothing stands in her way to get on top'],['Thriller'],70,2013
Forgive Me For Raping You,1,5,"In this extreme sexploitation horror shocker, a psychotic priest travels through a seemingly idyllic suburban landscape and uses his collar to secure the trust of a series of beautiful young women before subjecting these poor beauties to increasingly sadistic bouts of sexual assault. Director Bill Zebub has trimmed all of the filler from the standard serial killer movie and replaced it with a near constant barrage of depraved sexual horror. ""Most serial killer films favor soap opera dialogue and speculation-depictions of the killer doing anything but the vile deeds for which he became famous. This movie shows ONLY the deranged part of the serial killer's story."" - Bill Zebub WARNING: This film contains graphic nudity and sexual assault and in intended only for mature audiences.","[""Don't call me Father. Call me Daddy!""]",['Thriller'],70,2010
